取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2026/03/24 14:49:36,230,-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04940808194419441664
2026/03/24 14:49:36,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04940808194419441664
2026/03/24 14:21:50,"5,001",-,-,-,-,-,支払い,ラゾーナ川崎プラザ,"PayPayポイント (42円), PayPay残高 (4,959円)",-,-,04940793883588935686
2026/03/24 14:21:50,-,48,-,-,-,-,ポイント、残高の獲得,ラゾーナ川崎プラザ,PayPayポイント,-,-,04940793883588935686
2026/03/24 14:21:29,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02229645415257694237
2026/03/24 02:12:57,567,-,-,-,-,-,支払い,ファミリーマート - 矢向,"PayPayポイント (30円), PayPay残高 (537円)",-,-,04940418211388956675
2026/03/24 02:12:56,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04940418211388956675
2026/03/24 02:12:53,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02229269906267021316
2026/03/23 20:11:19,"1,043",-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04940231835578302466
2026/03/23 20:11:19,-,10,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04940231835578302466
2026/03/23 20:06:28,"2,580",-,-,-,-,-,支払い,トモズ - トモズ矢向店,PayPay残高,-,-,04940229327317909508
2026/03/23 20:06:27,-,24,-,-,-,-,ポイント、残高の獲得,トモズ,PayPayポイント,-,-,04940229327317909508
2026/03/23 12:51:24,"1,975",-,-,-,-,-,支払い,西友 - 川崎神明店,"PayPayポイント (172円), PayPay残高 (1,803円)",-,-,04940005104254820352
2026/03/23 12:51:24,-,18,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04940005104254820352
2026/03/23 12:51:18,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02228856773362835457
2026/03/22 21:21:20,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04939525742955290629
2026/03/22 21:21:20,555,-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04939525742955290629
2026/03/22 19:34:31,"2,200",-,-,-,-,-,支払い,HAKADORU　渋谷店 - HAKADORU　渋谷店,PayPay残高,-,-,04939470698653589507
2026/03/22 19:34:31,-,22,-,-,-,-,ポイント、残高の獲得,HAKADORU　渋谷店,PayPayポイント,-,-,04939470698653589507
2026/03/22 19:34:25,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02228322359172161574
2026/03/22 17:31:05,"2,365",-,-,-,-,-,支払い,アークランドサービス - 東京たらこスパゲティ渋谷店,"PayPayポイント (70円), PayPay残高 (2,295円)",-,-,04939407081598304258
2026/03/22 17:31:05,-,22,-,-,-,-,ポイント、残高の獲得,アークランドサービス,PayPayポイント,-,-,04939407081598304258
2026/03/22 04:13:15,413,-,-,-,-,-,支払い,セブン-イレブン - 中野中央桃園川,"PayPayポイント (4円), PayPay残高 (409円)",-,-,04938995881429581824
2026/03/22 04:13:15,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04938995881429581824
2026/03/22 04:09:56,"1,100",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02227845892680417280
2026/03/22 03:54:56,"13,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02227838161739259904
2026/03/22 03:54:43,-,"13,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02227838050069864448
2026/03/21 20:58:04,-,70,-,-,-,-,ポイント、残高の獲得,muse大塚店,PayPayポイント,-,-,04938771581057458183
2026/03/21 20:58:04,"7,000",-,-,-,-,-,支払い,muse大塚店 - PICROSS大塚店,PayPay残高,-,-,04938771581057458183
2026/03/21 20:55:37,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02227622047574728708
2026/03/21 20:38:13,"2,700",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02227613079683153920
2026/03/21 20:38:03,-,"2,700",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02227612985193668623
2026/03/21 17:11:23,-,6,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04938654749357121547
2026/03/21 17:11:23,620,-,-,-,-,-,支払い,西友 - 川崎神明店,"PayPayポイント (14円), PayPay残高 (606円)",-,-,04938654749357121547
2026/03/20 23:21:06,"5,500",-,-,-,-,-,支払い,ASOBIBAR - 新宿歌舞伎町タワー前店,PayPay残高,-,-,04938103129527156737
2026/03/20 23:21:05,-,54,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04938103129527156737
2026/03/20 23:20:55,-,"7,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02226954755686047764
2026/03/20 15:20:45,"1,510",-,-,-,-,-,支払い,アトレ - アトレ川崎,PayPay残高,-,-,04937855559022239753
2026/03/20 13:41:27,-,3,-,-,-,-,ポイント、残高の獲得,アトレ,PayPayポイント,-,-,4937804328652955650#65407
2026/03/20 13:41:20,610,-,-,-,-,-,支払い,アトレ - アトレ川崎,PayPay残高,-,-,04937804328652955650
2026/03/20 13:24:15,-,2,-,-,-,-,ポイント、残高の獲得,トモズ,PayPayポイント,-,-,04937795515379613701
2026/03/20 13:24:15,404,-,-,-,-,-,支払い,トモズ - トモズ矢向店,"PayPayポイント (70円), PayPay残高 (334円)",-,-,04937795515379613701
2026/03/20 00:57:42,-,10,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04937410746439892994
2026/03/20 00:57:42,"1,081",-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04937410746439892994
2026/03/19 16:06:23,"1,229",-,-,-,-,-,支払い,西友 - 川崎神明店,"PayPayポイント (56円), PayPay残高 (1,173円)",-,-,04937136907914305538
2026/03/19 16:06:22,-,10,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04937136907914305538
2026/03/17 20:12:03,582,-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04935779191442178049
2026/03/17 20:12:03,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04935779191442178049
2026/03/17 19:51:34,840,-,-,-,-,-,支払い,松屋フーズ - 矢向店,PayPay残高,-,-,04935768625822875652
2026/03/17 19:51:33,-,8,-,-,-,-,ポイント、残高の獲得,松屋フーズ,PayPayポイント,-,-,04935768625822875652
2026/03/17 12:28:56,198,-,-,-,-,-,支払い,セブン-イレブン - 横浜尻手駅前,"PayPayポイント (25円), PayPay残高 (173円)",-,-,04935540494338932740
2026/03/17 12:26:13,-,10,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04935539094180536339
2026/03/17 12:26:13,"1,033",-,-,-,-,-,支払い,ローソン - 川崎尻手駅前,PayPayポイント,-,-,04935539094180536339
2026/03/16 22:21:40,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04935103816423030789
2026/03/16 22:21:40,661,-,-,-,-,-,支払い,セブン-イレブン - 新宿中井駅前,PayPay残高,-,-,04935103816423030789
2026/03/16 21:11:44,"6,000",-,-,-,-,-,送った金額,yu,PayPay残高,-,-,02223919502296465414
2026/03/16 17:21:04,452,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,PayPay残高,-,-,04934948888362483714
2026/03/16 17:21:03,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04934948888362483714
2026/03/16 13:33:38,484,-,-,-,-,-,支払い,セブン-イレブン - 恵比寿駅前,PayPay残高,-,-,04934831670115147779
2026/03/16 13:33:37,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04934831670115147779
2026/03/16 10:14:23,528,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,"PayPayポイント (8円), PayPay残高 (520円)",-,-,04934728977446420487
2026/03/16 10:14:22,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04934728977446420487
2026/03/15 22:53:48,"5,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02223229936706879497
2026/03/15 21:24:40,-,38,-,-,-,-,ポイント、残高の獲得,HAKADORU　渋谷店,PayPayポイント,-,-,04934332268497821704
2026/03/15 21:24:40,"3,850",-,-,-,-,-,支払い,HAKADORU　渋谷店 - HAKADORU　渋谷店,PayPay残高,-,-,04934332268497821704
2026/03/15 18:44:19,"127,300",-,-,-,-,-,支払い,国税（申告所得税及復興特別所得税）,PayPay残高,-,-,04934249624736825347
2026/03/15 18:44:18,-,"1,272",-,-,-,-,ポイント、残高の獲得,国税（申告所得税及復興特別所得税）,PayPayポイント,-,-,04934249624736825347
2026/03/15 18:42:25,-,"150,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02223100366133207073
2026/03/15 10:39:17,-,10,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04933999640461164545
2026/03/15 10:39:17,"1,202",-,-,-,-,-,支払い,西友 - 川崎神明店,"PayPayポイント (4円), PayPay残高 (1,198円)",-,-,04933999640461164545
2026/03/15 10:39:01,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02222851232260956164
2026/03/15 01:19:59,384,-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04933711388024848384
2026/03/15 01:19:59,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04933711388024848384
2026/03/14 20:26:53,-,8,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04933560316845432838
2026/03/14 20:26:53,872,-,-,-,-,-,支払い,西友 - 川崎神明店,PayPay残高,-,-,04933560316845432838
2026/03/14 20:26:49,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02222412011724922886
2026/03/14 18:33:41,230,-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04933501982599479298
2026/03/14 18:33:41,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04933501982599479298
2026/03/14 14:33:42,990,-,-,-,-,-,支払い,伝説のすた丼屋 - 高田馬場店,"PayPayポイント (124円), PayPay残高 (866円)",-,-,04933378296132476930
2026/03/14 14:33:42,-,8,-,-,-,-,ポイント、残高の獲得,伝説のすた丼屋,PayPayポイント,-,-,04933378296132476930
2026/03/14 14:33:36,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02222229956651180057
2026/03/14 02:04:45,-,16,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04932992281650356225
2026/03/14 02:04:45,"1,640",-,-,-,-,-,支払い,ローソン - 新宿上落合,PayPay残高,-,-,04932992281650356225
2026/03/14 02:04:30,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02221843882040942592
2026/03/13 12:27:36,-,22,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04932571134337302528
2026/03/13 12:27:36,"2,220",-,-,-,-,-,支払い,西友 - 川崎神明店,"PayPayポイント (8円), PayPay残高 (2,212円)",-,-,04932571134337302528
2026/03/13 12:27:27,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02221422777677127698
2026/03/12 23:17:40,-,2,-,-,-,-,ポイント、残高の獲得,西友,PayPayポイント,-,-,04932163997208813569
2026/03/12 23:17:40,235,-,-,-,-,-,支払い,西友 - 川崎神明店,PayPay残高,-,-,04932163997208813569
2026/03/12 13:52:15,730,-,-,-,-,-,支払い,アトレ - アトレ川崎,PayPay残高,-,-,04931872592267452419
2026/03/12 13:52:11,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02220724278556327937
2026/03/12 00:30:24,239,-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04931459321924255746
2026/03/12 00:30:24,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04931459321924255746
2026/03/11 20:41:07,459,-,-,-,-,-,支払い,トモズ - トモズ矢向店,PayPay残高,-,-,04931341141603565573
2026/03/11 20:41:06,-,4,-,-,-,-,ポイント、残高の獲得,トモズ,PayPayポイント,-,-,04931341141603565573
2026/03/11 19:52:31,"1,064",-,-,-,-,-,支払い,吉野家 - 恵比寿駅東口店,PayPay残高,-,-,04931316101944975361
2026/03/11 19:52:31,-,10,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04931316101944975361
2026/03/11 19:52:27,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02220167788233801749
2026/03/11 13:49:42,230,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,PayPay残高,-,-,04931129099068784641
2026/03/11 13:49:41,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04931129099068784641
2026/03/11 13:43:05,-,6,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04931125688864268297
2026/03/11 13:43:05,844,-,-,-,-,-,支払い,吉野家 - 恵比寿駅東口店,"PayPayポイント (160円), PayPay残高 (684円)",-,-,04931125688864268297
2026/03/11 01:22:45,160,-,-,-,-,-,支払い,ファミリーマート - 新宿中井駅前,"PayPayポイント (126円), PayPay残高 (34円)",-,-,04930744132560248832
2026/03/10 23:32:05,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02219538807452901387
2026/03/10 22:48:12,"4,000",-,-,-,-,-,送った金額,ヒデカズ,PayPay残高,-,-,02219516190155341826
2026/03/10 22:43:26,-,"4,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02219513742024294402
2026/03/10 01:02:11,384,-,-,-,-,-,支払い,ファミリーマート - 矢向,PayPay残高,-,-,04929991362231074816
2026/03/10 01:02:11,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04929991362231074816
2026/03/10 01:02:05,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02218843031340859396
2026/03/09 19:55:01,-,8,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04929833041147518982
2026/03/09 19:55:01,844,-,-,-,-,-,支払い,吉野家 - 恵比寿駅東口店,PayPay残高,-,-,04929833041147518982
2026/03/09 19:54:33,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02218684521277833228
2026/03/09 19:04:36,138,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,PayPay残高,-,-,04929807056594345990
2026/03/09 19:01:52,170,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,PayPay残高,-,-,04929805647845818369
2026/03/09 16:29:21,194,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,PayPay残高,-,-,04929727049944252419
2026/03/09 13:32:47,230,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,PayPay残高,-,-,04929636048177266690
2026/03/09 13:32:47,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04929636048177266690
2026/03/09 13:26:41,844,-,-,-,-,-,支払い,吉野家 - 恵比寿駅東口店,PayPay残高,-,-,04929632904261648385
2026/03/09 13:26:41,-,8,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04929632904261648385
2026/03/09 10:21:48,528,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,"PayPayポイント (6円), PayPay残高 (522円)",-,-,04929537616117194754
2026/03/09 10:21:48,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04929537616117194754
2026/03/08 21:59:25,"1,384",-,-,-,-,-,支払い,セブン-イレブン - 新宿中井駅前,PayPay残高,-,-,04929154986070605828
2026/03/08 21:59:24,-,12,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04929154986070605828
2026/03/08 21:35:36,"5,763",-,-,-,-,-,支払い,鶏闘士 - 鶏闘士新館B1階,PayPay残高,-,-,04929142711054245890
2026/03/08 21:35:35,-,56,-,-,-,-,ポイント、残高の獲得,鶏闘士,PayPayポイント,-,-,04929142711054245890
2026/03/08 21:35:26,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02217994345803726875
2026/03/08 19:26:36,630,-,-,-,-,-,支払い,ドトールコーヒー - DCS・京王モール新宿店,PayPay残高,-,-,04929076224960151556
2026/03/08 19:26:35,-,6,-,-,-,-,ポイント、残高の獲得,ドトールコーヒー,PayPayポイント,-,-,04929076224960151556
2026/03/08 11:55:03,-,12,-,-,-,-,ポイント、残高の獲得,丸亀製麺,PayPayポイント,-,-,04928843497862668290
2026/03/08 11:55:03,"1,270",-,-,-,-,-,支払い,丸亀製麺 - 丸亀製麺　羽田空港第１ターミナル,"PayPayポイント (2円), PayPay残高 (1,268円)",-,-,04928843497862668290
2026/03/07 19:23:33,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02217184203302289422
2026/03/07 17:31:22,730,-,-,-,-,-,支払い,アトレ - アトレ川崎,PayPay残高,-,-,04928274672392732673
2026/03/07 14:46:07,-,74,-,-,-,-,ポイント、残高の獲得,髙島屋,PayPayポイント,-,-,04928189494601334792
2026/03/07 14:46:07,"7,524",-,-,-,-,-,支払い,髙島屋 - 横浜店,PayPay残高,-,-,04928189494601334792
2026/03/07 14:46:03,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02217041189481545732
2026/03/07 12:16:24,-,596,-,-,-,-,ポイント、残高の獲得,ニトリ,PayPayポイント,-,-,04928112331220017166
2026/03/07 12:16:24,"59,805",-,-,-,-,-,支払い,ニトリ - ニトリ横浜鶴見店,"PayPayポイント (8円), PayPay残高 (59,797円)",-,-,04928112331220017166
2026/03/07 12:16:13,-,"60,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02216963965968875525
2026/03/06 22:57:01,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04927700332186124290
2026/03/06 22:57:01,485,-,-,-,-,-,支払い,ローソン - 羽田空港第二ターミナル,PayPay残高,-,-,04927700332186124290
2026/03/06 21:46:05,"9,000",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02216515502663974912
2026/03/06 21:45:34,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02216515236376412160
2026/03/06 20:14:42,"1,186",-,-,-,-,-,支払い,ウエルシア - ハックドラッグエキニア横浜店,PayPay残高,-,-,04927616674813198338
2026/03/06 20:14:41,-,10,-,-,-,-,ポイント、残高の獲得,ウエルシア,PayPayポイント,-,-,04927616674813198338
2026/03/06 20:14:35,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02216468343923204112
2026/03/06 15:37:51,"1,410",-,-,-,-,-,支払い,アトレ - アトレ川崎,PayPay残高,-,-,04927473987410608136
2026/03/06 15:37:45,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02216325665109630998
2026/03/06 15:19:25,365,-,-,-,-,-,支払い,ローソン - 鶴見東口,PayPay残高,-,-,04927464486942949384
2026/03/06 15:19:24,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04927464486942949384
2026/03/06 12:27:57,850,-,-,-,-,-,支払い,松屋フーズ - 矢向店,"PayPayポイント (20円), PayPay残高 (830円)",-,-,04927376122285948929
2026/03/06 12:27:57,-,8,-,-,-,-,ポイント、残高の獲得,松屋フーズ,PayPayポイント,-,-,04927376122285948929
2026/03/06 12:27:52,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02216227799985094656
2026/03/05 19:55:17,620,-,-,-,-,-,支払い,アトレ - アトレ川崎,PayPay残高,-,-,04926864497191182341
2026/03/05 19:10:09,899,-,-,-,-,-,支払い,吉野家 - 尻手店,PayPay残高,-,-,04926841235648741380
2026/03/05 19:10:08,-,8,-,-,-,-,ポイント、残高の獲得,吉野家,PayPayポイント,-,-,04926841235648741380
2026/03/05 18:44:49,"1,286",-,-,-,-,-,支払い,ニトリ - ニトリ横浜鶴見店,PayPay残高,-,-,04926828187537309696
2026/03/05 18:44:49,-,12,-,-,-,-,ポイント、残高の獲得,ニトリ,PayPayポイント,-,-,04926828187537309696
2026/03/05 18:44:38,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02215679813697060874
2026/03/05 16:19:35,885,-,-,-,-,-,支払い,ラゾーナ川崎プラザ,PayPay残高,-,-,04926753334847528967
2026/03/05 16:19:35,-,8,-,-,-,-,ポイント、残高の獲得,ラゾーナ川崎プラザ,PayPayポイント,-,-,04926753334847528967
2026/03/05 13:39:47,530,-,-,-,-,-,支払い,アトレ - アトレ川崎,PayPay残高,-,-,04926670965965086723
2026/03/05 13:03:23,-,8,-,-,-,-,ポイント、残高の獲得,松屋フーズ,PayPayポイント,-,-,04926652205547741191
2026/03/05 13:03:23,890,-,-,-,-,-,支払い,松屋フーズ - 矢向店,"PayPayポイント (2円), PayPay残高 (888円)",-,-,04926652205547741191
2026/03/04 20:39:36,790,-,-,-,-,-,支払い,松屋フーズ - 矢向店,"PayPayポイント (40円), PayPay残高 (750円)",-,-,04926145176068685824
2026/03/04 20:39:36,-,6,-,-,-,-,ポイント、残高の獲得,松屋フーズ,PayPayポイント,-,-,04926145176068685824
2026/03/03 16:16:36,60,-,-,-,-,-,支払い,オフィスオアシス - D004299,PayPay残高,-,-,04925267447961419776
2026/03/03 14:11:43,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04925203083581833225
2026/03/03 14:11:43,359,-,-,-,-,-,支払い,ファミリーマート - 恵比寿一丁目,PayPay残高,-,-,04925203083581833225
2026/03/03 10:52:00,230,-,-,-,-,-,支払い,オフィスオアシス - D004299,"PayPayポイント (35円), PayPay残高 (195円)",-,-,04925100158986141696
